timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
31.314,-0.193,0.111,1.261,-0.34,-0.074,1.454,-0.386,-0.184,1.211,0.181,0.12,1.242,0.391,-0.09,1.31,0.343,-0.225,1.08
31.364,-0.193,0.112,1.271,-0.334,-0.084,1.458,-0.385,-0.187,1.213,0.18,0.121,1.251,0.39,-0.092,1.312,0.343,-0.226,1.082
31.397,-0.194,0.111,1.274,-0.332,-0.088,1.459,-0.384,-0.188,1.213,0.181,0.12,1.256,0.389,-0.095,1.315,0.343,-0.227,1.083
31.43,-0.193,0.111,1.277,-0.331,-0.09,1.459,-0.383,-0.19,1.213,0.182,0.119,1.261,0.388,-0.099,1.317,0.343,-0.228,1.084
31.464,-0.192,0.112,1.279,-0.333,-0.091,1.459,-0.383,-0.191,1.213,0.183,0.117,1.265,0.387,-0.103,1.32,0.343,-0.229,1.084
31.497,-0.19,0.113,1.281,-0.334,-0.09,1.458,-0.384,-0.192,1.212,0.186,0.115,1.269,0.386,-0.108,1.323,0.343,-0.229,1.085
31.53,-0.186,0.114,1.283,-0.334,-0.088,1.457,-0.385,-0.192,1.212,0.189,0.113,1.271,0.387,-0.113,1.326,0.343,-0.229,1.085
31.564,-0.182,0.116,1.285,-0.333,-0.086,1.455,-0.386,-0.191,1.211,0.194,0.11,1.273,0.388,-0.118,1.329,0.343,-0.229,1.086
31.597,-0.176,0.118,1.285,-0.33,-0.085,1.454,-0.386,-0.19,1.211,0.199,0.107,1.274,0.39,-0.124,1.331,0.344,-0.229,1.086
31.63,-0.171,0.12,1.285,-0.326,-0.083,1.451,-0.385,-0.189,1.209,0.204,0.103,1.275,0.392,-0.129,1.333,0.344,-0.229,1.087
31.68,-0.161,0.123,1.284,-0.318,-0.082,1.447,-0.381,-0.185,1.205,0.213,0.099,1.275,0.396,-0.137,1.336,0.345,-0.229,1.087
31.714,-0.155,0.124,1.282,-0.313,-0.08,1.444,-0.372,-0.181,1.2,0.218,0.097,1.274,0.398,-0.142,1.338,0.345,-0.229,1.087
31.747,-0.149,0.126,1.279,-0.308,-0.08,1.44,-0.357,-0.177,1.192,0.224,0.095,1.272,0.4,-0.146,1.339,0.345,-0.229,1.087
31.78,-0.144,0.127,1.276,-0.304,-0.079,1.433,-0.338,-0.174,1.182,0.23,0.093,1.27,0.401,-0.149,1.34,0.345,-0.229,1.088
31.814,-0.138,0.127,1.273,-0.303,-0.08,1.425,-0.315,-0.173,1.171,0.235,0.091,1.267,0.404,-0.153,1.341,0.346,-0.229,1.088
31.847,-0.133,0.126,1.269,-0.303,-0.083,1.413,-0.291,-0.174,1.158,0.241,0.087,1.264,0.406,-0.157,1.342,0.346,-0.228,1.088
31.88,-0.128,0.124,1.265,-0.304,-0.087,1.399,-0.265,-0.176,1.146,0.246,0.083,1.26,0.409,-0.161,1.343,0.346,-0.228,1.088
31.914,-0.124,0.122,1.26,-0.303,-0.092,1.383,-0.238,-0.179,1.135,0.251,0.079,1.257,0.411,-0.166,1.344,0.347,-0.228,1.089
31.947,-0.12,0.12,1.254,-0.302,-0.098,1.364,-0.212,-0.183,1.124,0.255,0.076,1.253,0.413,-0.169,1.345,0.347,-0.228,1.089
31.98,-0.117,0.117,1.246,-0.301,-0.105,1.345,-0.188,-0.187,1.113,0.259,0.073,1.25,0.414,-0.172,1.345,0.348,-0.228,1.089
32.03,-0.115,0.114,1.233,-0.298,-0.115,1.317,-0.159,-0.193,1.098,0.262,0.071,1.244,0.414,-0.173,1.346,0.348,-0.228,1.089
32.064,-0.115,0.111,1.224,-0.298,-0.121,1.299,-0.144,-0.198,1.09,0.263,0.07,1.239,0.414,-0.173,1.346,0.348,-0.228,1.089
32.097,-0.116,0.108,1.215,-0.298,-0.127,1.282,-0.133,-0.205,1.082,0.262,0.069,1.234,0.413,-0.171,1.345,0.348,-0.228,1.089
32.13,-0.118,0.104,1.206,-0.3,-0.133,1.268,-0.126,-0.211,1.076,0.261,0.07,1.229,0.413,-0.168,1.345,0.347,-0.228,1.089
32.164,-0.121,0.099,1.197,-0.304,-0.137,1.257,-0.122,-0.216,1.072,0.258,0.071,1.223,0.411,-0.164,1.344,0.347,-0.228,1.089
32.197,-0.124,0.094,1.189,-0.308,-0.141,1.249,-0.122,-0.22,1.069,0.255,0.073,1.217,0.41,-0.158,1.342,0.347,-0.228,1.089
32.23,-0.129,0.09,1.181,-0.314,-0.144,1.243,-0.124,-0.221,1.066,0.251,0.074,1.211,0.408,-0.153,1.341,0.347,-0.228,1.088
32.264,-0.134,0.086,1.174,-0.32,-0.147,1.237,-0.127,-0.223,1.062,0.245,0.074,1.203,0.405,-0.147,1.339,0.346,-0.228,1.088
32.297,-0.139,0.082,1.168,-0.327,-0.15,1.23,-0.13,-0.225,1.06,0.24,0.074,1.195,0.402,-0.141,1.337,0.346,-0.228,1.087
32.347,-0.147,0.076,1.159,-0.338,-0.155,1.219,-0.135,-0.228,1.056,0.231,0.073,1.186,0.396,-0.135,1.336,0.345,-0.229,1.087
32.38,-0.153,0.071,1.152,-0.345,-0.159,1.21,-0.138,-0.231,1.052,0.225,0.073,1.181,0.392,-0.13,1.334,0.345,-0.229,1.087
32.414,-0.159,0.067,1.145,-0.352,-0.163,1.199,-0.14,-0.234,1.047,0.218,0.074,1.175,0.388,-0.125,1.333,0.344,-0.229,1.087
32.447,-0.165,0.063,1.138,-0.36,-0.167,1.186,-0.143,-0.236,1.04,0.212,0.075,1.169,0.384,-0.119,1.331,0.344,-0.229,1.087
32.48,-0.171,0.06,1.131,-0.367,-0.171,1.17,-0.145,-0.239,1.031,0.206,0.076,1.163,0.38,-0.113,1.328,0.344,-0.229,1.086
32.514,-0.176,0.057,1.123,-0.373,-0.174,1.152,-0.147,-0.243,1.02,0.201,0.076,1.158,0.377,-0.108,1.325,0.343,-0.229,1.086
32.547,-0.18,0.054,1.116,-0.378,-0.178,1.132,-0.148,-0.246,1.006,0.197,0.076,1.152,0.375,-0.103,1.322,0.343,-0.229,1.085
32.58,-0.184,0.052,1.109,-0.381,-0.181,1.113,-0.148,-0.248,0.992,0.193,0.076,1.147,0.373,-0.099,1.32,0.342,-0.23,1.085
32.614,-0.186,0.05,1.102,-0.382,-0.184,1.093,-0.148,-0.252,0.976,0.19,0.076,1.142,0.371,-0.095,1.318,0.342,-0.23,1.085
32.647,-0.188,0.047,1.094,-0.382,-0.187,1.075,-0.147,-0.256,0.96,0.188,0.076,1.137,0.369,-0.092,1.316,0.342,-0.23,1.085
32.697,-0.189,0.044,1.084,-0.379,-0.193,1.048,-0.144,-0.264,0.934,0.186,0.076,1.13,0.367,-0.088,1.313,0.342,-0.231,1.084
