timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
18.531,-0.27,0.014,1.096,-0.403,-0.09,1.336,-0.549,-0.229,1.175,0.059,0.013,0.992,0.295,-0.154,0.94,0.175,-0.249,0.732
18.564,-0.263,0.008,1.104,-0.402,-0.096,1.341,-0.548,-0.229,1.175,0.066,0.006,0.999,0.3,-0.16,0.939,0.177,-0.247,0.73
18.598,-0.257,0.002,1.114,-0.401,-0.103,1.346,-0.547,-0.229,1.176,0.073,-0.001,1.01,0.305,-0.166,0.941,0.179,-0.246,0.731
18.631,-0.251,-0.002,1.125,-0.402,-0.109,1.352,-0.547,-0.23,1.176,0.08,-0.007,1.024,0.309,-0.173,0.946,0.181,-0.246,0.734
18.664,-0.245,-0.006,1.138,-0.403,-0.116,1.358,-0.547,-0.23,1.177,0.087,-0.013,1.039,0.311,-0.18,0.952,0.182,-0.247,0.739
18.714,-0.235,-0.007,1.159,-0.407,-0.124,1.366,-0.545,-0.23,1.176,0.098,-0.018,1.067,0.312,-0.189,0.961,0.181,-0.252,0.748
18.748,-0.228,-0.004,1.174,-0.409,-0.128,1.369,-0.544,-0.23,1.175,0.105,-0.016,1.086,0.309,-0.192,0.969,0.18,-0.256,0.755
18.781,-0.222,0.002,1.191,-0.412,-0.13,1.371,-0.544,-0.23,1.173,0.111,-0.012,1.104,0.306,-0.192,0.977,0.179,-0.256,0.762
18.814,-0.216,0.009,1.208,-0.415,-0.131,1.373,-0.543,-0.228,1.171,0.116,-0.007,1.12,0.303,-0.189,0.987,0.18,-0.252,0.769
18.848,-0.211,0.016,1.227,-0.418,-0.131,1.374,-0.542,-0.225,1.169,0.119,-0.004,1.136,0.303,-0.184,0.996,0.182,-0.243,0.777
18.881,-0.207,0.019,1.245,-0.421,-0.132,1.377,-0.54,-0.218,1.165,0.123,-0.003,1.152,0.306,-0.179,1.005,0.185,-0.23,0.783
18.914,-0.202,0.018,1.263,-0.421,-0.137,1.381,-0.53,-0.206,1.157,0.125,-0.004,1.166,0.309,-0.173,1.013,0.19,-0.216,0.789
18.948,-0.199,0.018,1.278,-0.417,-0.145,1.386,-0.512,-0.19,1.15,0.127,-0.004,1.178,0.312,-0.168,1.021,0.195,-0.203,0.794
18.981,-0.196,0.022,1.29,-0.407,-0.154,1.391,-0.487,-0.173,1.146,0.129,-0.001,1.189,0.313,-0.162,1.028,0.2,-0.193,0.799
19.014,-0.193,0.026,1.3,-0.394,-0.165,1.393,-0.46,-0.156,1.144,0.131,0.002,1.196,0.315,-0.157,1.033,0.204,-0.186,0.802
19.064,-0.187,0.029,1.311,-0.378,-0.18,1.387,-0.415,-0.137,1.136,0.134,0.003,1.203,0.317,-0.152,1.034,0.208,-0.18,0.802
19.098,-0.183,0.031,1.316,-0.368,-0.188,1.378,-0.38,-0.131,1.126,0.137,0.002,1.204,0.317,-0.15,1.03,0.21,-0.18,0.798
19.131,-0.178,0.031,1.319,-0.359,-0.195,1.365,-0.343,-0.13,1.116,0.141,0.002,1.204,0.316,-0.149,1.023,0.212,-0.185,0.79
19.164,-0.173,0.032,1.321,-0.348,-0.202,1.351,-0.305,-0.133,1.106,0.145,0.0,1.201,0.313,-0.149,1.014,0.213,-0.192,0.78
19.198,-0.168,0.032,1.321,-0.335,-0.208,1.336,-0.268,-0.139,1.097,0.149,-0.002,1.198,0.308,-0.151,1.002,0.212,-0.202,0.768
