timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
25.917,-0.339,0.062,1.09,-0.442,-0.055,1.339,-0.532,-0.233,1.176,-0.015,0.045,0.976,0.201,-0.15,0.938,0.075,-0.284,0.757
25.951,-0.333,0.052,1.091,-0.438,-0.058,1.342,-0.53,-0.233,1.175,-0.01,0.036,0.973,0.206,-0.159,0.934,0.072,-0.289,0.756
25.984,-0.328,0.042,1.094,-0.436,-0.062,1.345,-0.529,-0.232,1.175,-0.006,0.028,0.972,0.209,-0.167,0.93,0.071,-0.295,0.755
26.017,-0.323,0.033,1.098,-0.436,-0.066,1.349,-0.529,-0.231,1.174,-0.002,0.019,0.973,0.213,-0.175,0.926,0.069,-0.301,0.753
26.067,-0.317,0.02,1.105,-0.435,-0.073,1.357,-0.529,-0.23,1.175,0.003,0.007,0.977,0.216,-0.187,0.92,0.07,-0.311,0.747
26.101,-0.312,0.012,1.112,-0.435,-0.078,1.362,-0.528,-0.229,1.175,0.007,-0.001,0.982,0.217,-0.194,0.915,0.071,-0.32,0.744
26.134,-0.307,0.004,1.119,-0.434,-0.085,1.368,-0.528,-0.229,1.175,0.013,-0.009,0.988,0.219,-0.202,0.91,0.072,-0.331,0.742
26.167,-0.301,-0.003,1.128,-0.433,-0.092,1.373,-0.527,-0.229,1.176,0.019,-0.016,0.996,0.222,-0.209,0.909,0.072,-0.334,0.74
26.201,-0.293,-0.008,1.138,-0.432,-0.1,1.379,-0.526,-0.228,1.175,0.027,-0.023,1.007,0.224,-0.215,0.908,0.072,-0.334,0.737
26.234,-0.285,-0.011,1.148,-0.431,-0.108,1.383,-0.525,-0.228,1.175,0.036,-0.027,1.021,0.227,-0.219,0.909,0.072,-0.335,0.738
26.267,-0.277,-0.011,1.158,-0.429,-0.115,1.386,-0.524,-0.228,1.175,0.046,-0.029,1.035,0.229,-0.22,0.91,0.074,-0.335,0.739
26.301,-0.269,-0.007,1.168,-0.428,-0.119,1.387,-0.523,-0.227,1.173,0.055,-0.027,1.05,0.227,-0.221,0.914,0.075,-0.336,0.739
26.334,-0.26,0.002,1.178,-0.426,-0.121,1.386,-0.521,-0.225,1.17,0.065,-0.022,1.065,0.223,-0.221,0.918,0.075,-0.336,0.74
26.384,-0.246,0.014,1.195,-0.422,-0.127,1.382,-0.511,-0.212,1.156,0.079,-0.016,1.086,0.213,-0.219,0.923,0.073,-0.336,0.74
26.417,-0.238,0.019,1.209,-0.416,-0.14,1.379,-0.492,-0.198,1.14,0.087,-0.015,1.099,0.207,-0.218,0.925,0.072,-0.337,0.74
26.451,-0.229,0.022,1.223,-0.406,-0.157,1.375,-0.463,-0.179,1.124,0.094,-0.017,1.11,0.205,-0.216,0.926,0.072,-0.337,0.741
26.484,-0.222,0.026,1.237,-0.393,-0.173,1.366,-0.427,-0.161,1.111,0.099,-0.018,1.118,0.203,-0.215,0.927,0.073,-0.337,0.741
26.517,-0.215,0.03,1.248,-0.379,-0.188,1.353,-0.386,-0.15,1.098,0.104,-0.018,1.125,0.2,-0.212,0.928,0.073,-0.337,0.741
26.551,-0.208,0.034,1.256,-0.365,-0.201,1.336,-0.341,-0.147,1.085,0.11,-0.017,1.131,0.197,-0.209,0.928,0.073,-0.336,0.742
26.584,-0.201,0.035,1.262,-0.349,-0.213,1.316,-0.295,-0.148,1.073,0.116,-0.016,1.135,0.195,-0.207,0.928,0.072,-0.336,0.742
26.617,-0.195,0.034,1.266,-0.332,-0.223,1.297,-0.253,-0.151,1.063,0.123,-0.015,1.139,0.194,-0.206,0.928,0.072,-0.335,0.742
26.651,-0.188,0.032,1.267,-0.315,-0.231,1.28,-0.213,-0.157,1.055,0.131,-0.015,1.141,0.194,-0.206,0.929,0.072,-0.335,0.742
26.684,-0.182,0.031,1.266,-0.296,-0.239,1.265,-0.177,-0.164,1.049,0.138,-0.015,1.142,0.195,-0.207,0.929,0.072,-0.335,0.742
26.734,-0.174,0.029,1.263,-0.271,-0.247,1.248,-0.131,-0.176,1.044,0.148,-0.015,1.143,0.198,-0.208,0.928,0.073,-0.335,0.742
26.767,-0.17,0.028,1.261,-0.258,-0.251,1.239,-0.106,-0.186,1.041,0.154,-0.016,1.143,0.2,-0.209,0.927,0.073,-0.336,0.742
26.801,-0.165,0.027,1.259,-0.248,-0.253,1.233,-0.087,-0.196,1.04,0.159,-0.017,1.143,0.202,-0.21,0.926,0.073,-0.336,0.741
26.834,-0.161,0.027,1.258,-0.242,-0.253,1.228,-0.072,-0.207,1.041,0.163,-0.019,1.143,0.203,-0.211,0.926,0.073,-0.336,0.742
26.867,-0.158,0.028,1.257,-0.24,-0.251,1.227,-0.061,-0.219,1.044,0.167,-0.021,1.144,0.205,-0.213,0.926,0.072,-0.337,0.742
26.901,-0.155,0.03,1.255,-0.24,-0.249,1.227,-0.054,-0.23,1.05,0.17,-0.023,1.144,0.206,-0.216,0.927,0.073,-0.337,0.743
26.934,-0.153,0.032,1.254,-0.242,-0.246,1.227,-0.049,-0.24,1.056,0.172,-0.025,1.145,0.207,-0.218,0.928,0.073,-0.338,0.743
26.967,-0.152,0.035,1.253,-0.245,-0.242,1.229,-0.05,-0.246,1.06,0.173,-0.027,1.146,0.208,-0.22,0.929,0.073,-0.338,0.743
27.001,-0.151,0.037,1.253,-0.248,-0.238,1.229,-0.053,-0.247,1.06,0.174,-0.029,1.147,0.208,-0.222,0.929,0.073,-0.338,0.743
27.034,-0.15,0.039,1.255,-0.249,-0.236,1.228,-0.056,-0.246,1.058,0.174,-0.03,1.149,0.207,-0.223,0.931,0.073,-0.338,0.743
27.084,-0.151,0.041,1.257,-0.251,-0.232,1.225,-0.056,-0.247,1.057,0.173,-0.031,1.152,0.207,-0.223,0.933,0.072,-0.337,0.745
27.117,-0.152,0.042,1.258,-0.253,-0.231,1.222,-0.056,-0.246,1.056,0.171,-0.031,1.153,0.206,-0.223,0.934,0.073,-0.337,0.745
27.151,-0.153,0.042,1.259,-0.255,-0.229,1.217,-0.057,-0.245,1.052,0.17,-0.032,1.154,0.206,-0.223,0.935,0.074,-0.337,0.745
27.184,-0.155,0.043,1.26,-0.257,-0.228,1.212,-0.058,-0.245,1.049,0.168,-0.032,1.156,0.205,-0.222,0.936,0.074,-0.336,0.745
27.217,-0.157,0.043,1.26,-0.259,-0.227,1.206,-0.058,-0.244,1.046,0.166,-0.033,1.156,0.204,-0.222,0.936,0.073,-0.336,0.745
27.251,-0.16,0.043,1.258,-0.261,-0.226,1.2,-0.058,-0.244,1.043,0.165,-0.033,1.157,0.203,-0.221,0.936,0.073,-0.336,0.745
27.284,-0.162,0.043,1.255,-0.263,-0.226,1.195,-0.056,-0.245,1.041,0.163,-0.032,1.158,0.203,-0.221,0.937,0.073,-0.335,0.745
27.317,-0.165,0.044,1.25,-0.265,-0.225,1.19,-0.056,-0.247,1.04,0.162,-0.032,1.158,0.203,-0.221,0.937,0.074,-0.335,0.745
27.351,-0.167,0.044,1.245,-0.269,-0.224,1.185,-0.058,-0.248,1.038,0.162,-0.031,1.157,0.203,-0.221,0.937,0.075,-0.335,0.745
27.401,-0.167,0.043,1.237,-0.278,-0.222,1.178,-0.066,-0.249,1.034,0.164,-0.031,1.156,0.205,-0.221,0.937,0.075,-0.335,0.745
27.434,-0.166,0.042,1.231,-0.288,-0.218,1.173,-0.076,-0.25,1.03,0.165,-0.031,1.154,0.207,-0.222,0.936,0.076,-0.335,0.745
27.467,-0.164,0.041,1.225,-0.298,-0.214,1.169,-0.089,-0.252,1.023,0.168,-0.031,1.152,0.209,-0.224,0.935,0.076,-0.336,0.745
27.501,-0.161,0.041,1.22,-0.307,-0.208,1.166,-0.104,-0.253,1.014,0.171,-0.031,1.148,0.213,-0.225,0.933,0.077,-0.337,0.744
27.534,-0.158,0.04,1.215,-0.317,-0.2,1.163,-0.122,-0.256,1.004,0.173,-0.031,1.144,0.217,-0.227,0.93,0.078,-0.337,0.742
27.567,-0.156,0.039,1.211,-0.327,-0.193,1.159,-0.141,-0.26,0.993,0.176,-0.032,1.139,0.22,-0.229,0.927,0.079,-0.338,0.741
27.601,-0.153,0.038,1.209,-0.335,-0.186,1.156,-0.16,-0.263,0.982,0.178,-0.032,1.136,0.224,-0.23,0.924,0.08,-0.338,0.74
27.634,-0.151,0.036,1.207,-0.341,-0.18,1.151,-0.178,-0.265,0.97,0.18,-0.032,1.133,0.227,-0.231,0.923,0.08,-0.338,0.74
27.667,-0.149,0.035,1.205,-0.346,-0.174,1.146,-0.196,-0.268,0.959,0.181,-0.032,1.131,0.229,-0.231,0.922,0.08,-0.337,0.74
27.717,-0.148,0.034,1.202,-0.352,-0.166,1.138,-0.221,-0.274,0.944,0.183,-0.031,1.129,0.231,-0.232,0.92,0.08,-0.337,0.739
27.751,-0.148,0.033,1.2,-0.354,-0.163,1.132,-0.235,-0.276,0.934,0.184,-0.031,1.128,0.231,-0.232,0.92,0.08,-0.337,0.739
27.784,-0.148,0.032,1.197,-0.357,-0.161,1.125,-0.246,-0.279,0.924,0.184,-0.032,1.128,0.232,-0.231,0.919,0.081,-0.336,0.738
27.817,-0.149,0.031,1.194,-0.358,-0.159,1.118,-0.254,-0.281,0.916,0.184,-0.032,1.128,0.233,-0.231,0.919,0.083,-0.335,0.737
27.851,-0.15,0.03,1.19,-0.36,-0.158,1.109,-0.258,-0.284,0.908,0.184,-0.033,1.129,0.234,-0.231,0.92,0.084,-0.334,0.737
27.884,-0.153,0.03,1.186,-0.361,-0.158,1.1,-0.26,-0.287,0.901,0.183,-0.033,1.13,0.234,-0.232,0.921,0.085,-0.334,0.737
27.917,-0.155,0.029,1.182,-0.36,-0.159,1.09,-0.258,-0.29,0.893,0.182,-0.033,1.131,0.233,-0.232,0.922,0.085,-0.334,0.737
27.951,-0.158,0.028,1.178,-0.359,-0.161,1.078,-0.254,-0.293,0.883,0.18,-0.033,1.131,0.232,-0.233,0.923,0.084,-0.335,0.738
27.984,-0.161,0.027,1.174,-0.355,-0.164,1.066,-0.248,-0.296,0.872,0.178,-0.033,1.131,0.23,-0.234,0.924,0.084,-0.336,0.738
28.017,-0.164,0.025,1.171,-0.35,-0.168,1.053,-0.241,-0.299,0.86,0.175,-0.032,1.13,0.229,-0.234,0.926,0.083,-0.337,0.739
28.067,-0.17,0.022,1.166,-0.34,-0.175,1.031,-0.226,-0.304,0.839,0.171,-0.029,1.13,0.227,-0.233,0.927,0.082,-0.338,0.741
28.101,-0.174,0.02,1.162,-0.332,-0.18,1.016,-0.215,-0.308,0.825,0.168,-0.028,1.129,0.227,-0.232,0.926,0.082,-0.338,0.741
28.134,-0.178,0.018,1.158,-0.322,-0.185,1.002,-0.203,-0.311,0.811,0.165,-0.026,1.127,0.229,-0.229,0.925,0.084,-0.339,0.742
28.167,-0.183,0.016,1.154,-0.311,-0.189,0.987,-0.191,-0.313,0.796,0.162,-0.025,1.125,0.231,-0.227,0.924,0.088,-0.338,0.741
28.201,-0.187,0.013,1.149,-0.3,-0.193,0.974,-0.179,-0.315,0.781,0.159,-0.024,1.122,0.233,-0.227,0.923,0.09,-0.338,0.74
