timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
23.707,-0.266,0.081,1.26,-0.368,-0.105,1.479,-0.406,-0.186,1.223,0.099,0.143,1.275,0.296,-0.048,1.408,0.276,-0.175,1.17
23.74,-0.263,0.082,1.266,-0.367,-0.109,1.481,-0.406,-0.187,1.225,0.102,0.141,1.278,0.301,-0.058,1.397,0.272,-0.179,1.156
23.79,-0.259,0.084,1.275,-0.363,-0.113,1.483,-0.406,-0.189,1.227,0.108,0.138,1.279,0.31,-0.073,1.37,0.272,-0.187,1.128
23.824,-0.256,0.086,1.279,-0.358,-0.115,1.484,-0.406,-0.19,1.228,0.114,0.135,1.277,0.318,-0.081,1.347,0.273,-0.194,1.105
23.857,-0.252,0.089,1.282,-0.353,-0.117,1.484,-0.405,-0.191,1.229,0.119,0.131,1.273,0.325,-0.089,1.319,0.278,-0.201,1.077
23.89,-0.248,0.092,1.285,-0.349,-0.117,1.483,-0.404,-0.192,1.229,0.125,0.127,1.268,0.331,-0.097,1.289,0.286,-0.21,1.047
23.924,-0.242,0.095,1.287,-0.345,-0.116,1.482,-0.404,-0.192,1.229,0.132,0.122,1.262,0.336,-0.105,1.258,0.295,-0.22,1.017
23.957,-0.236,0.098,1.288,-0.342,-0.113,1.481,-0.404,-0.192,1.23,0.139,0.118,1.255,0.339,-0.111,1.227,0.303,-0.23,0.987
23.99,-0.229,0.101,1.288,-0.339,-0.11,1.479,-0.403,-0.192,1.229,0.146,0.114,1.246,0.34,-0.116,1.197,0.311,-0.24,0.959
24.024,-0.222,0.105,1.287,-0.336,-0.105,1.476,-0.403,-0.192,1.229,0.153,0.11,1.238,0.342,-0.12,1.171,0.316,-0.249,0.935
24.057,-0.214,0.108,1.285,-0.333,-0.1,1.473,-0.403,-0.192,1.228,0.161,0.106,1.229,0.345,-0.124,1.149,0.32,-0.258,0.916
24.107,-0.199,0.113,1.281,-0.327,-0.093,1.467,-0.403,-0.191,1.226,0.173,0.099,1.217,0.352,-0.131,1.125,0.324,-0.271,0.895
24.14,-0.189,0.116,1.278,-0.322,-0.087,1.463,-0.403,-0.191,1.226,0.183,0.094,1.21,0.357,-0.138,1.116,0.323,-0.281,0.889
24.174,-0.179,0.118,1.274,-0.317,-0.082,1.458,-0.403,-0.19,1.225,0.192,0.089,1.205,0.364,-0.146,1.114,0.321,-0.284,0.886
24.207,-0.169,0.12,1.269,-0.313,-0.077,1.453,-0.401,-0.187,1.222,0.201,0.084,1.203,0.372,-0.153,1.116,0.321,-0.285,0.885
24.24,-0.16,0.121,1.264,-0.309,-0.073,1.447,-0.4,-0.184,1.218,0.21,0.08,1.203,0.379,-0.159,1.119,0.322,-0.285,0.886
24.274,-0.152,0.122,1.258,-0.305,-0.068,1.441,-0.399,-0.179,1.213,0.219,0.077,1.205,0.385,-0.164,1.12,0.323,-0.285,0.886
24.307,-0.143,0.123,1.252,-0.303,-0.063,1.434,-0.396,-0.174,1.205,0.228,0.076,1.206,0.389,-0.169,1.122,0.323,-0.285,0.886
24.34,-0.136,0.125,1.246,-0.302,-0.057,1.426,-0.39,-0.169,1.196,0.236,0.075,1.208,0.39,-0.173,1.123,0.323,-0.284,0.886
24.374,-0.129,0.127,1.24,-0.301,-0.051,1.418,-0.38,-0.164,1.185,0.242,0.075,1.21,0.391,-0.177,1.125,0.322,-0.284,0.886
24.407,-0.123,0.129,1.235,-0.303,-0.045,1.409,-0.366,-0.16,1.172,0.248,0.074,1.211,0.393,-0.18,1.125,0.321,-0.285,0.886
24.457,-0.117,0.13,1.23,-0.312,-0.039,1.392,-0.341,-0.155,1.149,0.255,0.074,1.212,0.398,-0.182,1.125,0.322,-0.285,0.886
