timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
23.711,-0.14,0.107,0.987,-0.258,-0.028,1.171,-0.244,-0.226,1.156,0.173,0.154,0.989,0.316,0.015,1.151,0.418,-0.155,1.165
24.611,-0.132,0.02,1.263,-0.28,-0.167,1.356,-0.25,-0.272,1.19,0.182,0.049,1.278,0.342,-0.148,1.313,0.351,-0.145,1.113
24.644,-0.131,0.021,1.271,-0.281,-0.168,1.358,-0.25,-0.271,1.19,0.183,0.046,1.284,0.341,-0.156,1.297,0.345,-0.15,1.097
24.678,-0.131,0.022,1.277,-0.282,-0.169,1.359,-0.25,-0.27,1.19,0.185,0.044,1.289,0.339,-0.161,1.281,0.34,-0.157,1.082
24.711,-0.131,0.023,1.282,-0.283,-0.169,1.359,-0.25,-0.269,1.19,0.186,0.042,1.292,0.338,-0.164,1.268,0.335,-0.166,1.068
24.744,-0.13,0.023,1.285,-0.284,-0.168,1.36,-0.251,-0.268,1.191,0.188,0.04,1.294,0.337,-0.165,1.255,0.33,-0.177,1.056
24.778,-0.13,0.024,1.288,-0.285,-0.167,1.36,-0.251,-0.268,1.191,0.189,0.039,1.294,0.336,-0.165,1.245,0.327,-0.189,1.047
24.811,-0.129,0.024,1.29,-0.286,-0.167,1.359,-0.251,-0.267,1.191,0.19,0.038,1.293,0.336,-0.166,1.237,0.325,-0.2,1.041
24.844,-0.128,0.025,1.291,-0.285,-0.166,1.359,-0.251,-0.267,1.191,0.192,0.037,1.291,0.335,-0.167,1.232,0.323,-0.211,1.038
24.878,-0.126,0.025,1.291,-0.284,-0.165,1.36,-0.251,-0.266,1.191,0.194,0.037,1.288,0.335,-0.169,1.231,0.323,-0.22,1.038
24.911,-0.125,0.025,1.29,-0.283,-0.164,1.36,-0.251,-0.265,1.191,0.195,0.037,1.285,0.335,-0.171,1.231,0.322,-0.229,1.041
24.944,-0.123,0.025,1.288,-0.281,-0.163,1.36,-0.251,-0.265,1.191,0.197,0.037,1.282,0.334,-0.173,1.233,0.322,-0.232,1.043
24.978,-0.122,0.025,1.285,-0.28,-0.162,1.36,-0.251,-0.264,1.191,0.198,0.038,1.28,0.334,-0.175,1.234,0.323,-0.232,1.043
25.011,-0.12,0.025,1.282,-0.278,-0.161,1.36,-0.251,-0.263,1.191,0.199,0.04,1.277,0.334,-0.174,1.233,0.323,-0.233,1.043
25.044,-0.119,0.025,1.279,-0.277,-0.16,1.36,-0.251,-0.26,1.19,0.2,0.042,1.273,0.335,-0.172,1.232,0.323,-0.233,1.043
25.078,-0.119,0.025,1.277,-0.277,-0.158,1.362,-0.25,-0.255,1.19,0.201,0.043,1.268,0.337,-0.171,1.232,0.324,-0.233,1.043
25.111,-0.118,0.025,1.275,-0.275,-0.157,1.365,-0.248,-0.245,1.189,0.201,0.044,1.264,0.338,-0.171,1.231,0.324,-0.233,1.042
25.144,-0.118,0.025,1.273,-0.274,-0.155,1.368,-0.245,-0.234,1.187,0.201,0.044,1.259,0.338,-0.172,1.232,0.324,-0.233,1.042
25.178,-0.118,0.026,1.271,-0.272,-0.155,1.367,-0.236,-0.222,1.183,0.201,0.043,1.255,0.338,-0.173,1.232,0.324,-0.233,1.043
25.211,-0.117,0.027,1.27,-0.27,-0.157,1.362,-0.224,-0.209,1.176,0.201,0.043,1.251,0.337,-0.174,1.233,0.324,-0.233,1.043
25.244,-0.117,0.028,1.269,-0.268,-0.162,1.351,-0.21,-0.198,1.163,0.202,0.042,1.246,0.336,-0.176,1.234,0.325,-0.233,1.043
25.278,-0.116,0.028,1.269,-0.267,-0.17,1.333,-0.196,-0.189,1.148,0.202,0.042,1.242,0.336,-0.177,1.234,0.324,-0.233,1.043
25.311,-0.116,0.027,1.268,-0.265,-0.178,1.31,-0.18,-0.184,1.13,0.202,0.042,1.239,0.335,-0.177,1.234,0.324,-0.233,1.043
25.344,-0.117,0.026,1.266,-0.262,-0.185,1.285,-0.165,-0.181,1.111,0.202,0.042,1.237,0.335,-0.177,1.234,0.324,-0.233,1.043
25.378,-0.118,0.024,1.262,-0.258,-0.191,1.259,-0.149,-0.182,1.092,0.201,0.042,1.236,0.335,-0.177,1.234,0.325,-0.233,1.043
25.411,-0.12,0.023,1.258,-0.254,-0.195,1.235,-0.133,-0.185,1.076,0.2,0.042,1.236,0.334,-0.176,1.234,0.325,-0.233,1.044
25.444,-0.122,0.022,1.252,-0.249,-0.198,1.214,-0.12,-0.188,1.062,0.199,0.042,1.236,0.333,-0.177,1.235,0.325,-0.233,1.044
25.478,-0.124,0.02,1.247,-0.245,-0.2,1.196,-0.109,-0.192,1.051,0.198,0.042,1.237,0.332,-0.177,1.236,0.325,-0.233,1.045
25.511,-0.125,0.02,1.243,-0.241,-0.201,1.184,-0.1,-0.197,1.044,0.197,0.041,1.237,0.33,-0.178,1.237,0.325,-0.234,1.045
25.544,-0.126,0.019,1.238,-0.238,-0.203,1.176,-0.094,-0.204,1.038,0.196,0.04,1.236,0.328,-0.18,1.237,0.324,-0.234,1.045
25.578,-0.127,0.02,1.234,-0.236,-0.204,1.172,-0.09,-0.212,1.036,0.196,0.04,1.235,0.327,-0.18,1.238,0.324,-0.234,1.046
25.611,-0.127,0.019,1.231,-0.234,-0.206,1.17,-0.087,-0.219,1.036,0.196,0.039,1.233,0.327,-0.181,1.238,0.325,-0.234,1.046
25.644,-0.127,0.018,1.228,-0.232,-0.209,1.17,-0.084,-0.226,1.037,0.196,0.039,1.23,0.326,-0.181,1.238,0.325,-0.234,1.046
25.678,-0.126,0.017,1.225,-0.229,-0.212,1.173,-0.082,-0.234,1.04,0.196,0.039,1.228,0.327,-0.182,1.239,0.325,-0.234,1.046
25.711,-0.125,0.016,1.223,-0.227,-0.215,1.176,-0.08,-0.241,1.044,0.196,0.038,1.224,0.327,-0.182,1.239,0.325,-0.234,1.046
